duration,pkt_count,byte_count,src2dst_pkts,dst2src_pkts,mean_pkt_size,tcp_syn,tcp_rst,label
153.03,4350,9072329,1294,2466,1056.92,1,3,normal
26.38,3781,449397,975,806,560.11,0,2,normal
203.15,4049,1604924,760,2445,1478.99,1,3,normal
11.0,4641,9683002,743,49,1410.7,1,2,normal
211.68,1110,441358,456,1573,1418.16,1,3,normal
156.76,940,8575383,1476,1320,1283.99,1,1,normal
249.1,3131,9085943,1859,176,1225.25,1,5,normal
267.71,3748,5116318,2161,1041,1181.9,1,4,normal
276.37,2409,8030933,688,1279,825.45,1,1,normal
19.57,2123,8161193,1609,1023,1198.18,1,1,normal
28.33,582,6226239,828,2208,1390.36,1,0,normal
236.19,258,6015121,362,601,869.94,1,3,normal
103.31,434,173968,1384,713,1453.96,0,4,normal
274.02,1048,5831426,1166,549,760.67,0,2,normal
74.42,2462,8253967,722,1428,1083.5,1,2,normal
210.91,3035,5677848,437,408,1273.83,0,1,normal
194.86,4803,3157467,661,1445,1083.24,1,4,normal
76.75,2178,2540296,1907,1408,624.36,1,2,normal
141.18,4083,2384437,534,1957,1203.57,0,3,normal
133.25,4871,8894693,898,1232,1388.36,1,5,normal
205.5,3800,8464993,1384,238,785.3,0,5,normal
50.96,4309,9883205,1894,823,1479.34,0,0,normal
115.95,3545,1190071,1557,2369,1469.62,0,0,normal
267.15,132,7494880,110,383,1064.69,0,2,normal
35.22,1798,770364,2446,1737,1388.6,0,0,normal
285.05,4267,6798391,497,814,901.58,1,5,normal
293.85,481,8537372,682,1389,1005.99,1,5,normal
59.32,1097,8631165,1522,1639,793.5,0,4,normal
268.15,4073,6950978,1315,2356,801.12,1,0,normal
186.63,470,9803614,1165,176,800.55,1,1,normal
194.73,3359,9714181,1811,2468,1336.24,0,3,normal
271.37,3023,2937883,465,2025,724.33,1,0,normal
57.19,4233,6782517,356,2499,1094.18,1,5,normal
16.12,3459,2049795,493,1549,1388.03,0,0,normal
135.53,1497,2964887,2103,1823,661.86,0,1,normal
189.31,2245,6575171,2200,2261,710.01,1,5,normal
227.31,4337,7292084,1427,1356,1251.44,1,0,normal
83.76,1405,7364032,590,1341,722.87,1,1,normal
257.4,4471,5522711,630,241,1077.44,1,2,normal
225.71,4731,8249828,1610,1735,1368.55,0,5,normal
108.52,1186,4011324,308,952,725.53,1,1,normal
271.03,4517,9269616,679,2385,1252.56,0,4,normal
194.57,964,1979066,465,1432,697.72,1,2,normal
168.61,2842,3745571,572,2041,1169.74,0,4,normal
279.71,3773,4506299,1966,1469,1236.3,0,4,normal
296.55,4433,2123787,1252,330,1298.09,0,1,normal
268.01,2897,3950053,2364,1112,1492.02,0,0,normal
34.79,4236,4544269,2072,312,1040.32,0,0,normal
70.02,3407,1442989,1224,1134,841.62,1,3,normal
30.01,3201,930457,2030,2352,832.53,0,5,normal
48.31,4892,1005754,103,1897,888.5,0,3,normal
75.68,3352,5858621,1073,154,1276.66,1,3,normal
13.39,2516,180626,651,357,1088.4,0,0,normal
198.87,1466,4880857,255,167,971.59,1,5,normal
145.03,3313,3841270,2114,816,835.14,0,4,normal
128.26,766,9363010,113,1682,683.0,1,4,normal
164.88,2676,9357199,1138,2227,1148.39,1,2,normal
271.57,1175,3060024,1761,1697,1264.13,1,1,normal
31.81,4496,6711835,165,1857,1103.66,0,0,normal
222.21,2441,1495334,1150,268,1315.84,0,3,normal
181.95,4483,3917925,2003,1365,1265.88,1,5,normal
123.0,2254,9160295,1798,1609,709.23,0,5,normal
150.86,2666,6243288,644,1459,995.46,0,4,normal
126.17,605,3546759,2382,1125,529.57,1,0,normal
108.21,3677,9775299,1402,1969,537.36,1,3,normal
216.6,2221,2089854,1273,1010,1134.73,0,5,normal
50.4,4915,5618469,51,728,953.82,1,5,normal
200.38,875,1002230,185,419,1340.88,1,2,normal
106.11,1777,5112468,1515,2207,870.44,0,1,normal
172.94,673,9178930,1878,1234,1096.97,0,5,normal
86.78,3022,2892988,2485,1960,539.83,1,0,normal
153.58,1647,3761885,2428,1925,835.71,1,5,normal
236.32,4196,6778783,2049,273,635.79,1,0,normal
139.25,3605,7118109,2484,2353,1469.72,0,2,normal
187.01,3680,6745280,2174,2161,719.16,1,1,normal
158.74,3561,7418010,2248,2369,1487.19,1,2,normal
258.83,2030,3844143,1308,2241,1289.89,1,3,normal
243.86,499,8829606,1372,1576,1446.08,0,4,normal
83.91,2200,4442418,1791,1089,1033.34,0,3,normal
277.64,3934,8800151,2488,986,1396.03,1,4,normal
154.96,3974,3000798,1437,431,791.48,0,2,normal
48.41,2436,3196258,832,901,586.69,0,5,normal
117.66,2464,6685549,2054,1373,1372.88,1,3,normal
79.0,3571,1516991,800,1469,1363.71,0,3,normal
212.37,4285,4952279,2031,2455,772.41,0,4,normal
260.24,3005,3646335,2344,1099,1383.64,0,2,normal
123.3,517,8151510,939,1921,1161.95,0,3,normal
54.4,3301,520627,1748,173,1477.01,1,3,normal
25.33,303,1906193,1390,2049,1439.8,0,5,normal
28.73,3569,4039970,721,2168,856.72,1,2,normal
30.27,4915,2239206,2114,318,1472.26,0,5,normal
247.29,3642,1281029,1795,2363,723.96,0,2,normal
276.58,807,2527875,656,821,863.72,0,3,normal
16.35,3310,5519768,1814,762,1312.54,0,2,normal
171.42,3002,9701966,1373,1322,989.9,1,3,normal
158.37,1254,7542081,2033,2142,1487.18,0,4,normal
284.89,3649,2289974,608,986,628.53,0,2,normal
212.8,1411,3785876,2248,1859,1172.47,0,2,normal
261.78,1319,2391346,1517,1324,958.71,1,5,normal
239.19,114,9241732,280,283,1224.35,0,1,normal
93.26,3596,5775526,2291,991,1302.6,1,5,normal
87.51,381,9006503,679,1013,1250.59,1,4,normal
136.9,1107,1854887,2092,1975,1442.37,1,2,normal
205.41,4324,4193270,858,642,1010.26,0,1,normal
220.42,3391,8172876,1697,589,1244.37,0,4,normal
138.59,1066,7540066,1835,415,912.22,1,4,normal
144.55,2787,864559,1317,2343,779.95,1,4,normal
174.17,4761,4143019,1580,155,811.68,1,3,normal
149.18,1359,8823416,2325,1026,1064.9,1,0,normal
264.48,2544,9299949,87,2385,1001.18,1,3,normal
75.74,4677,8255969,1135,1313,658.03,0,5,normal
80.04,4951,6497580,1849,378,1475.85,1,0,normal
100.38,229,4053877,2461,2107,669.57,1,2,normal
128.57,4274,5113443,356,1287,1072.28,0,1,normal
27.68,1437,7893873,1142,1832,844.84,1,4,normal
16.85,1257,886565,1987,551,1340.9,1,2,normal
188.05,558,9450201,803,674,730.23,1,0,normal
103.04,993,923850,1253,1942,1075.06,1,3,normal
127.3,4268,4069821,1106,1531,1165.35,1,2,normal
92.04,4889,5807275,659,618,889.02,0,5,normal
274.51,202,2039176,48,1622,1407.95,0,0,normal
178.6,3730,7722892,670,827,1314.53,0,2,normal
122.55,3893,1148668,2498,612,508.78,0,3,normal
126.83,4629,5104840,1175,1738,1341.65,1,2,normal
73.76,1504,4281244,422,240,614.34,0,1,normal
239.48,1867,1043989,679,578,605.89,0,1,normal
169.72,2483,9991048,352,1743,908.16,1,4,normal
116.5,2650,7523497,1422,279,1267.52,1,0,normal
263.88,1864,5757889,684,529,1359.93,1,0,normal
89.53,3445,5539033,1490,1123,991.75,0,5,normal
251.57,471,9445261,1604,1717,1454.79,0,0,normal
55.52,3752,7400442,324,322,726.38,0,2,normal
260.76,3956,8742066,1410,488,776.03,0,2,normal
39.17,573,9643433,1156,1558,552.94,0,3,normal
169.61,285,9501640,2096,2482,802.02,1,3,normal
212.58,4746,4552551,452,567,972.44,0,1,normal
52.23,2358,9736136,839,1486,1154.85,0,2,normal
3.55,3614,6325885,2007,1994,1261.9,1,5,normal
84.27,2887,7684803,630,889,1133.3,0,3,normal
250.81,3605,8745094,2242,1241,706.11,1,4,normal
127.17,1093,2234638,1823,139,1205.51,1,0,normal
145.01,3275,6573996,2061,821,1248.71,0,4,normal
103.65,4526,6625292,2307,1868,1013.98,1,5,normal
31.63,1712,7991369,249,358,1297.62,0,5,normal
271.74,3892,7177019,531,25,601.82,1,5,normal
67.34,424,6626960,1962,696,1460.32,1,1,normal
103.99,3421,7583866,916,476,1230.45,1,3,normal
60.48,1963,330114,29,1783,543.39,1,5,normal
100.95,1265,6252930,2176,1216,541.54,0,0,normal
101.14,4449,8087553,875,2462,935.26,1,2,normal
85.94,643,9880120,1235,1750,980.79,1,1,normal
174.73,272,5263956,1140,532,828.03,0,5,normal
27.64,2363,8422651,184,1367,1347.22,0,5,normal
81.16,1221,3386840,1006,399,1250.39,1,0,normal
4.51,334,4665584,1968,2429,1438.78,0,5,normal
135.68,2902,8544583,1368,2357,683.38,0,4,normal
5.41,355,5713642,181,1620,613.62,0,5,normal
12.57,2303,1159428,135,2377,909.66,1,2,normal
54.59,1571,4998409,623,545,627.66,0,4,normal
16.17,3849,8529799,392,201,1039.25,0,0,normal
83.39,2034,1831178,2308,2456,765.49,1,3,normal
51.03,1677,9502168,1317,2341,1335.59,1,2,normal
199.76,3582,4428507,640,2338,1303.38,0,1,normal
212.38,4370,4604868,1728,1741,670.17,1,5,normal
247.0,3716,1933139,2010,1370,1299.34,0,5,normal
267.93,1167,8431640,1245,55,900.3,1,2,normal
224.39,1402,2928073,154,386,1391.97,1,1,normal
42.69,4537,8145666,613,1510,532.3,1,4,normal
5.54,3086,5590772,1521,736,587.26,1,2,normal
229.76,4961,1098388,1503,1993,1210.0,1,5,normal
223.16,1865,95403,242,1646,967.06,1,3,normal
147.54,2342,3046179,819,2083,1232.87,0,0,normal
146.58,4579,6691242,966,1035,994.78,1,1,normal
78.71,578,1645880,1721,990,587.19,0,4,normal
108.07,1305,7577585,246,1009,898.31,0,3,normal
226.06,752,7812070,1300,565,1225.02,1,2,normal
299.82,282,9233237,859,876,1239.43,0,3,normal
169.63,2459,6043388,993,2319,1391.43,0,1,normal
190.82,596,2836362,679,2150,827.8,1,4,normal
232.43,547,5646859,2458,228,678.24,0,4,normal
99.55,3474,1675566,1957,558,1372.9,1,3,normal
141.04,2333,428416,547,1475,1437.08,0,0,normal
72.37,2232,1977766,1610,1428,590.77,0,0,normal
52.0,633,9374349,319,641,1101.37,0,3,normal
222.44,1213,8232843,1217,2062,974.02,0,0,normal
185.87,1482,1239362,556,1030,1248.29,1,0,normal
108.07,3436,6988333,568,548,1005.52,0,3,normal
127.0,2863,2582552,755,207,1475.81,0,1,normal
70.83,4543,1444267,95,2189,1058.32,0,5,normal
241.49,3823,1494818,271,1138,1034.94,0,0,normal
41.94,4183,2101270,644,954,1331.41,1,3,normal
141.32,3426,7003955,893,284,1280.49,1,3,normal
71.76,212,2330860,1613,541,1372.67,1,5,normal
109.03,4943,1935551,327,964,972.22,1,0,normal
38.39,1677,4087036,282,927,553.87,1,0,normal
6.48,883,1862828,770,264,727.78,0,4,normal
101.4,4381,7155584,1840,811,797.58,1,1,normal
115.52,3039,5896272,52,531,1329.87,1,3,normal
58.09,276,3103918,2388,1248,594.38,1,1,normal
213.79,1565,4999187,1956,801,941.72,0,5,normal
100.72,2190,2952256,1401,1389,618.5,1,2,normal
77.24,2539,5567046,1172,367,876.17,1,0,normal
85.27,3229,7375985,484,232,697.93,0,5,normal
112.75,3866,9291466,308,754,537.2,1,0,normal
202.54,1387,2866769,598,2040,1287.38,1,0,normal
99.27,2961,1373529,1141,2125,1423.49,0,5,normal
201.88,4405,7231484,2392,394,607.06,1,1,normal
239.65,1550,8316318,1534,651,1312.9,0,1,normal
180.36,149,4664617,1582,82,748.45,1,0,normal
271.02,716,8891009,1682,2434,1331.54,0,1,normal
204.49,1285,4282427,1241,1825,869.99,1,3,normal
198.39,124,7423094,1513,1348,1236.74,0,1,normal
36.77,292,3191770,684,812,540.24,1,0,normal
199.75,2375,5917202,306,318,673.59,0,4,normal
285.91,4996,3812636,2295,1390,1102.74,0,1,normal
206.96,2946,1146028,1595,1963,1139.25,0,3,normal
240.81,4128,3526423,1500,768,653.31,1,0,normal
114.11,962,4808813,1988,2281,809.14,0,3,normal
159.36,3020,9631099,326,328,1044.92,1,1,normal
268.29,3808,2820647,692,660,580.39,0,1,normal
20.41,3475,7097160,1223,1081,944.29,0,3,normal
93.58,2946,475682,249,2356,1159.67,0,3,normal
114.4,3133,3873093,2155,642,1186.8,1,0,normal
220.62,2955,121942,1134,802,1250.49,1,2,normal
149.74,2050,5523662,819,1793,912.47,0,5,normal
191.55,215,3623689,689,2179,931.54,1,2,normal
95.77,1192,3667942,2292,1167,803.41,1,3,normal
150.57,1076,2302226,2417,1869,730.15,0,4,normal
189.3,2648,8601676,2455,1660,1074.73,0,5,normal
187.88,1691,6665383,2013,828,672.15,1,5,normal
25.69,128,5125926,386,427,1136.68,0,4,normal
46.98,821,557901,2135,1025,1056.05,0,5,normal
254.23,4717,3745534,1498,153,791.43,0,2,normal
227.0,1158,9971229,2284,1266,1364.98,0,2,normal
275.88,3402,3166922,459,550,548.87,1,3,normal
113.78,3440,2549208,374,1532,1281.8,0,5,normal
28.54,1383,5965128,2316,648,1423.86,0,2,normal
102.81,1711,3362306,1686,346,1427.95,1,3,normal
4.9,3390,5476098,1803,2108,724.96,0,3,normal
24.85,3193,5203852,1775,166,647.15,1,3,normal
82.32,2945,4600730,1931,2409,825.18,0,0,normal
53.63,2451,3076658,1123,645,643.64,0,2,normal
66.76,4759,3281476,632,1887,840.54,0,2,normal
18.67,4686,7782131,1045,626,1368.34,0,1,normal
199.76,1029,9410791,2228,2208,708.87,1,1,normal
244.16,3977,4779693,950,1752,1331.55,0,4,normal
135.15,2539,4462818,1937,172,886.34,1,3,normal
65.13,4392,6470582,1284,521,653.81,0,3,normal
257.92,3103,4000869,342,870,1110.33,1,4,normal
65.77,2059,1891641,160,1627,1137.39,1,4,normal
132.09,765,8573214,2292,1957,825.72,0,0,normal
2.03,1971,40791,757,2420,1148.79,1,4,normal
157.65,1609,6720681,693,786,766.5,0,0,normal
161.43,257,9891967,2462,2170,1482.51,1,3,normal
32.17,1680,4004063,468,950,1065.73,1,3,normal
289.45,4719,5713109,957,1181,1076.17,1,0,normal
223.97,1964,5506246,917,1098,892.4,0,1,normal
187.65,1396,4959984,1552,1270,1116.29,0,4,normal
238.05,4266,8407320,1079,1493,775.96,0,2,normal
276.98,4964,560611,1061,224,1028.58,0,5,normal
202.22,4656,6993998,2017,1126,1195.01,0,5,normal
8.66,3187,4059563,2231,193,889.53,0,4,normal
63.0,1252,6242743,1324,653,1462.97,1,4,normal
142.04,1534,12614,2462,425,788.88,0,3,normal
172.44,3260,6771845,80,822,913.09,1,0,normal
18.03,4541,1257780,1280,1381,1187.12,1,2,normal
51.38,1814,5335691,1803,774,1055.16,0,0,normal
158.0,3391,7572947,1484,707,1436.98,0,2,normal
51.95,1975,3482401,1387,36,1305.43,0,5,normal
92.39,1986,2840365,1899,1504,687.22,0,0,normal
95.68,1561,8090034,858,789,1078.61,1,5,normal
222.92,1453,2798325,806,163,595.44,1,0,normal
95.17,3546,4120945,2500,1384,963.2,0,3,normal
64.07,1939,392346,2046,2131,1321.72,0,0,normal
93.28,4187,5771640,2067,1675,541.83,0,4,normal
161.8,923,2389052,1417,896,843.25,0,3,normal
203.08,252,80000,299,2259,1011.48,1,0,normal
3.37,3540,9528067,1214,2391,639.36,0,1,normal
165.5,4494,8221027,566,1761,848.5,0,3,normal
285.99,225,4868655,2414,1185,668.16,0,5,normal
23.59,4931,1527205,1810,931,828.98,1,4,normal
188.13,3431,1047936,290,570,859.97,1,0,normal
207.51,1800,3558220,2255,2217,968.37,0,3,normal
275.09,3538,3930547,2438,270,516.3,0,3,normal
190.45,1524,8148724,2487,1691,721.54,1,5,normal
114.44,1030,201216,1754,2471,1104.34,1,2,normal
81.17,2434,271186,887,1762,1049.39,0,4,normal
58.09,3435,2908056,1816,1813,703.73,1,0,normal
78.03,1008,8238683,882,670,842.73,0,4,normal
259.19,740,3018617,1810,2466,546.92,1,3,normal
98.09,2680,1150095,581,1190,974.32,0,5,normal
278.43,4572,4076240,1321,185,904.93,1,3,normal
82.83,3773,7634667,966,402,1393.29,0,2,normal
57.62,1133,3874231,321,320,1287.33,1,4,normal
237.81,3477,9047925,1979,1345,584.73,1,2,normal
284.72,2818,1635308,1986,395,1091.07,0,4,normal
205.9,2767,2074671,2413,597,761.06,0,1,normal
260.63,4149,9198979,1444,1449,1250.13,1,2,normal
230.38,3541,7137577,1516,1999,699.46,0,1,normal
139.49,2323,4254612,2438,1406,595.61,1,3,normal
277.4,241,1176704,33,1893,1381.22,1,2,normal
265.83,987,7273554,2413,1963,1445.9,1,0,normal
74.3,2123,4277066,1289,1436,834.99,1,4,normal
241.99,3900,2691882,768,900,532.68,0,3,normal
288.85,3276,8555155,954,2082,1150.0,1,5,normal
41.84,4523,2676211,1246,730,652.25,1,5,normal
21.12,4571,3026515,1320,2010,808.88,1,2,normal
124.81,4205,7076213,2061,1271,1110.87,1,1,normal
224.64,2514,2874240,318,1952,931.81,0,1,normal
276.11,2449,5152530,865,639,1147.5,1,5,normal
55.67,1217,2031533,2304,437,874.39,1,5,normal
98.38,1992,6261504,1652,2192,755.37,1,4,normal
223.18,4256,9370057,869,788,1327.19,0,1,normal
75.29,2328,4410114,1242,1352,806.71,1,1,normal
51.79,3632,3489020,1683,1029,927.29,0,1,normal
117.05,2323,4459823,1294,2262,1289.17,0,2,normal
260.8,4508,6170955,480,2043,645.96,1,4,normal
3.14,2018,7914249,2043,1624,1472.65,1,3,normal
127.22,357,8421226,2238,1835,1484.35,0,4,normal
0.7,230,113647,888,1087,806.88,0,2,normal
98.61,2585,1316082,1771,727,846.35,0,5,normal
279.72,2445,3005212,2301,2241,679.3,0,5,normal
269.47,1802,9978020,819,865,1287.64,0,5,normal
269.67,340,8037009,189,38,870.58,0,0,normal
79.96,1437,6969969,2258,551,555.78,1,0,normal
47.49,3741,2572470,1377,636,1046.76,0,5,normal
265.46,941,7211244,687,2119,817.75,0,4,normal
144.14,1623,9173938,836,2290,548.79,0,1,normal
160.94,3440,4020231,1646,2273,1164.53,1,5,normal
49.66,2394,4925984,2249,1723,1293.4,1,1,normal
23.22,986,4749028,1915,1420,1289.58,1,3,normal
291.22,2861,4714096,856,295,1169.85,0,5,normal
143.86,3502,9272564,1131,87,513.35,1,3,normal
43.59,3102,2862188,1311,745,839.63,1,1,normal
279.08,2784,8038949,1183,451,713.38,0,4,normal
259.94,1189,5245001,1422,571,560.65,1,1,normal
136.9,993,6044575,176,67,1469.53,0,1,normal
5.7,1165,2689258,1349,2018,806.54,0,4,normal
70.93,247,9127,2304,450,1094.57,0,5,normal
195.17,813,8099362,296,292,1271.67,0,0,normal
234.71,2022,5278994,143,503,1039.84,0,1,normal
22.21,810,1775708,1142,1870,764.95,1,5,normal
197.74,3689,7413113,1948,1629,1023.41,1,5,normal
12.96,3663,2214084,511,2043,873.46,1,1,normal
141.4,318,6416162,401,580,1453.24,1,0,normal
137.82,4969,4543629,605,637,886.51,1,3,normal
281.42,4172,431509,870,580,1213.21,0,5,normal
152.79,1586,2493119,1599,31,1027.81,1,0,normal
203.73,2496,5499825,2410,2176,871.85,1,4,normal
104.92,965,2457001,206,1626,1228.55,0,2,normal
68.19,657,3321716,1238,1365,1305.18,0,0,normal
15.24,2909,4208492,1064,2340,1118.99,1,0,normal
83.35,3320,8055114,1786,1174,1217.01,1,1,normal
227.28,854,2337919,1927,413,1162.85,1,2,normal
141.91,668,474908,417,222,1432.77,0,5,normal
63.27,720,139816,1166,1962,1358.97,0,3,normal
99.64,2169,6913952,1402,749,591.2,0,2,normal
16.53,4719,902822,1836,2298,1321.2,0,1,normal
96.47,310,4168023,1756,1457,991.74,0,3,normal
190.64,2713,9101145,1655,476,716.07,0,1,normal
231.71,4925,2116627,1494,2367,1028.63,0,0,normal
173.84,71,1146625,1377,1913,621.94,1,3,normal
293.92,3000,3162486,846,475,714.87,0,0,normal
242.72,1134,445997,1147,2337,977.17,0,0,normal
159.15,4854,1642589,1377,609,867.99,0,1,normal
98.28,2874,373846,947,2026,882.04,0,1,normal
9.48,4662,8575989,1047,2463,714.32,0,5,normal
98.82,4364,9633705,841,2027,1127.6,1,5,normal
124.03,1951,6263346,2016,704,1226.05,1,2,normal
113.48,2861,1681161,765,1665,1161.31,1,4,normal
287.64,421,8766819,335,270,1267.59,1,3,normal
30.33,3435,174859,1685,2314,886.98,1,5,normal
35.92,1998,2770288,207,672,790.48,1,3,normal
299.57,3080,6396727,2229,1955,906.38,1,0,normal
91.88,173,1583302,898,2190,627.38,1,1,normal
61.13,4290,9051031,2416,2152,1497.18,0,3,normal
197.38,1821,6307289,2339,2150,1201.25,0,2,normal
231.66,2850,9222400,1015,1843,1408.68,1,1,normal
66.3,1975,2365948,263,1960,1418.83,0,5,normal
241.11,3561,2553183,317,2442,715.46,1,1,normal
159.78,3784,6987741,705,267,599.49,0,1,normal
120.59,2341,2584090,1726,1981,1035.42,0,2,normal
144.13,303,5993431,2380,1005,645.3,1,4,normal
55.68,1060,90075,1359,2476,1275.62,1,2,normal
263.88,1846,2813225,530,822,1392.95,0,0,normal
256.95,783,8067584,1175,751,1355.02,0,2,normal
138.54,2710,4916215,1851,2462,1009.82,1,3,normal
289.73,3363,9423300,1673,1346,763.94,0,1,normal
197.04,1332,5254131,1767,1079,1167.21,0,5,normal
266.01,2207,8902381,109,963,1490.53,0,3,normal
164.61,272,3430362,1523,259,895.42,0,5,normal
130.35,2404,3867427,1633,2145,867.94,1,1,normal
178.87,3898,6479406,2187,1287,1233.94,1,3,normal
233.49,1446,9253919,1166,1207,1397.07,1,3,normal
229.56,2260,9809510,2008,2153,1039.56,0,4,normal
105.08,3544,9444651,965,1810,949.01,1,2,normal
61.7,2811,4446505,169,2031,569.1,1,0,normal
90.97,1423,4052210,2217,133,1308.29,1,1,normal
180.05,1350,3639376,776,1058,977.94,1,2,normal
191.75,872,282050,1100,382,1299.3,0,0,normal
200.05,2694,7139163,2500,2145,1407.07,1,2,normal
290.98,141,4250653,1924,1118,1109.83,1,5,normal
291.41,1622,670387,1742,848,1406.0,1,0,normal
255.14,3591,6891013,1481,2163,868.01,1,4,normal
140.34,2939,7887941,2063,399,1318.71,0,1,normal
136.08,3160,6868672,338,114,1272.14,1,3,normal
51.08,2821,6380953,345,587,694.43,1,4,normal
50.57,1305,2561041,252,1928,984.28,0,5,normal
82.46,1854,5807561,1337,1802,1096.28,1,5,normal
216.75,2925,7375871,1711,1095,1154.92,1,2,normal
91.44,1332,3275658,1671,1833,886.47,0,4,normal
91.57,564,3668025,127,2137,944.04,1,4,normal
167.56,1452,8732182,2450,2342,648.76,1,2,normal
258.49,3999,9955434,2162,1470,562.34,1,4,normal
252.82,624,2857852,1682,1824,1322.34,1,2,normal
20.43,1148,2584188,1749,1912,695.22,0,0,normal
144.4,4406,4442959,1181,1292,785.69,0,3,normal
299.35,4792,4004498,1461,1149,797.49,1,4,normal
177.57,4293,1537688,472,2150,990.62,1,1,normal
294.86,1857,2850340,1726,2359,793.97,1,5,normal
167.33,4244,3337161,71,1723,1211.95,0,1,normal
157.49,3869,6639000,863,929,1255.35,0,1,normal
31.78,1879,2896433,869,1809,1164.24,1,2,normal
158.27,1036,3386642,1704,887,892.08,1,3,normal
31.79,964,9630744,216,778,1271.43,0,4,normal
44.35,1151,7024566,1625,1795,677.68,1,4,normal
22.29,4277,3793647,360,616,1105.33,1,4,normal
166.08,969,8724621,1889,222,803.94,0,0,normal
139.77,1324,8506419,2051,2430,1361.85,0,2,normal
298.56,4696,6714225,126,1140,1056.5,0,2,normal
130.04,154,5078000,2182,711,903.62,1,4,normal
72.34,3715,2100758,1890,859,1204.8,1,4,normal
66.2,3727,874148,1148,251,659.33,1,4,normal
208.38,685,8474115,2264,2119,866.82,0,2,normal
157.06,2551,2200322,1350,1420,1109.19,0,3,normal
243.54,3418,5866615,1726,1093,589.06,0,2,normal
275.0,1428,9099946,1991,2158,728.07,0,0,normal
164.26,501,1386735,564,2344,1242.02,0,0,normal
272.62,2571,176873,1175,1443,1292.93,1,4,normal
228.73,3805,6033705,738,1559,645.6,1,3,normal
283.86,311,358467,852,1922,621.88,0,2,normal
281.07,327,7676036,2271,476,746.07,1,1,normal
264.95,4205,350858,201,855,855.53,1,4,normal
159.84,2870,1600059,513,2297,653.06,1,4,normal
280.45,3085,2670404,512,2264,1053.84,0,4,normal
146.31,2082,6623475,307,706,1149.29,0,0,normal
241.81,1914,1604307,1009,2464,805.48,1,2,normal
120.47,2011,1785761,350,1568,1344.79,0,2,normal
105.7,3518,1513195,1414,750,735.63,1,1,normal
31.75,4940,1973134,1151,281,1251.46,1,4,normal
16.1,1611,8240415,700,245,790.45,0,0,normal
71.39,4631,9436104,456,1831,712.76,0,4,normal
253.24,2345,2031553,381,88,1205.45,0,3,normal
92.63,680,365009,1681,228,532.85,0,5,normal
283.89,3102,8239221,2418,595,1042.96,0,3,normal
74.52,3345,5601892,1273,756,1290.4,1,3,normal
271.94,1986,3739809,234,1263,1114.61,0,1,normal
138.66,3777,9018912,2289,2095,1094.51,1,1,normal
236.66,4139,8147832,1403,1040,1213.76,0,4,normal
184.43,3938,2805556,1500,1157,1114.19,0,0,normal
174.03,4894,8713780,1873,1498,608.3,1,5,normal
114.07,4292,8137270,501,2262,507.86,0,4,normal
16.46,646,7693937,1665,938,952.65,0,5,normal
212.77,3690,3601284,2427,2344,683.04,1,3,normal
150.45,3526,7136865,128,2214,1162.62,1,0,normal
284.63,874,7284514,264,1861,969.71,1,2,normal
146.27,2659,3863265,240,71,780.2,0,2,normal
70.98,2831,8191496,2389,346,1230.62,1,3,normal
12.71,3700,4855174,782,1591,1264.17,1,5,normal
16.93,4392,7923229,291,986,977.42,1,3,normal
162.99,387,112617,1617,153,1022.62,1,0,normal
43.57,2940,5686859,1075,1876,1250.07,0,0,normal
11.12,717,2989015,1730,968,1444.92,0,2,normal
199.15,2565,3503630,2038,1060,1436.74,1,2,normal
47.47,4937,3766570,1577,939,562.15,0,5,normal
273.49,3037,1286560,683,670,745.87,1,1,normal
161.41,1484,4695758,976,482,604.52,0,1,normal
52.71,2182,7469247,2168,469,1366.08,0,0,normal
29.67,649,75476,1986,1251,1356.95,0,0,normal
189.72,4698,449812,310,1609,703.94,1,0,normal
289.35,789,9678445,282,1515,590.55,0,5,normal
191.42,4435,9158318,1297,1161,948.25,0,3,normal
214.18,3563,3413489,109,1313,529.67,0,5,normal
130.22,3780,5481427,274,758,754.24,1,1,normal
102.52,1560,536300,1421,1796,788.16,0,5,normal
110.26,4386,4773145,1162,2033,508.11,1,4,normal
35.01,747,6580287,983,1436,1377.55,1,2,normal
281.82,913,1552101,955,1658,916.25,1,5,normal
47.15,2668,9903005,1281,2202,595.82,0,0,normal
201.51,4301,3322198,2132,2480,1321.84,1,4,normal
190.09,4110,3307221,2046,1410,1048.84,0,2,normal
1.04,1230,1574633,1924,757,1128.75,1,4,normal
268.86,2888,1194535,1371,380,1313.33,0,0,normal
30.1,2129,8852201,2040,127,920.37,0,4,normal
207.86,1679,8956288,2347,659,678.95,1,3,normal
267.04,1182,4153162,1272,941,785.85,1,5,normal
24.51,1957,3580059,760,1258,1073.65,0,1,normal
91.97,293,6764410,1535,266,1143.77,1,0,normal
238.71,4496,5563521,2135,76,751.04,1,5,normal
92.29,4027,5979848,159,305,657.07,1,2,normal
187.21,2027,6402219,641,1061,632.19,0,4,normal
153.15,4407,3689133,1099,674,1262.62,0,2,normal
141.69,3792,4745319,2170,1124,533.98,0,3,normal
47.97,4095,1519242,1660,1914,517.59,1,2,normal
242.44,1066,4222009,1101,2013,812.49,1,3,normal
247.71,2582,1405877,1741,558,837.85,1,4,normal
56.24,897,7268351,1372,911,736.8,0,5,normal
109.13,3229,5320291,34,891,929.5,1,0,normal
